,index,title,description,img,cleand_title,location,Specialties,Delivery / Pick-up,Halal Status,Less Sweet,IG,Email,Website
361,488,Baquree (Yew Tee),"Hari Raya Goodies. Tapak Kuda, Cookies. Blossoms, Epok-Epok, Nutella Tart.

Operates during festive seasons onlyHalalDelivery/Self Pick-upIG:
Baquree.sg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Baquree,Yew Tee,"Hari Raya Goodies. Tapak Kuda, Cookies. Blossoms, Epok-Epok, Nutella Tart.",Delivery / Self Pick-up,No,No,@Baquree.sg,,
362,489,Liberty Bakes (Central/Boon Keng),"Fully customized cakes for any occasion - wedding favours, dessert tables, Cupcakes, Cookies & Biscuits, Chocolate Confections, Pies & Tarts, Festive Baked Goods, Brownies
Order InstructionsDate & time required:customization details:Flavour:Mode of collection (self collect/delivery):Delivery address:
Delivery/Self Pick-upLocation:
Central area, nearest MRT: Boon KengContact N.o:
97718316Gmail: libertybakeshere@gmail.comIG:
@libertybakeshereFB:
Liberty bakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Liberty Bakes,Central/Boon Keng,"Fully customized cakes for any occasion - wedding favours, dessert tables, Cupcakes, Cookies & Biscuits, Chocolate Confections, Pies & Tarts, Festive Baked Goods, Brownies",Delivery / Self Pick-up,No,No,@libertybakeshere,libertybakeshere@gmail.com,
363,493,Thebrownietable (Woodlands/Marsiling),"Specialities: Brownies and BrookiesWeekly preordersOrder by Direct messaging on Instagram.Please do not call/text me personally.
HalalDelivery
$10.00 flat (already reduced from $12)Contact N.o:
98397749Email:
Thebrownietablesg@gmail.comIG: @ThebrownietableFB: The BrownieTableCarousell: @Thebrownietable","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Thebrownietable,Woodlands/Marsiling,Specialities: Brownies and BrookiesWeekly preordersOrder by Direct messaging on Instagram.Please do not call/text me personally.,Delivery,No,No,@Thebrownietable,Thebrownietablesg@gmail.com,
364,494,@floured.sg (Woodlands),"Cakes, Cupcakes, Cookies & Biscuits, Festive Baked Goods
(Ramadan, Christmas),
Fondant Cake Toppers, Brownies
Self pickup only at my place. Additional charges for delivery. (For covid measures strictly contactless delivery only)
HalalDelivery/Self Pick-up (581 Woodlands Dr 16)Email:
floured.sg@outlook.comIG:
@floured.sgFB:
@floured.sg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",@floured.sg,Woodlands,"Cakes, Cupcakes, Cookies & Biscuits, Festive Baked Goods",Delivery / Self Pick-up,No,No,@floured.sg,floured.sg@outlook.com,
365,495,theyoungbakes (Sengkang),"Cakes,
Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods (Chinese New Year, Christmas), Brownies
We are a small scale home-based business whereby we sells pastries, mainly cakes, tarts, cookies and brownies. Normally, we would encourage customers to WhatsApp us.
Delivery/Self Pick-upWhatsApp:
94839383Email:
theyoungbakes@gmail.comIG: @theyoungbakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",theyoungbakes,Sengkang,"Cakes,",Delivery / Self Pick-up,No,No,@theyoungbakes,theyoungbakes@gmail.com,
366,497,Magbakes (Yishun),"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods (Ramadan, Chinese New Year, Christmas), Brownies
Magbakes sells a variety of goods such as brownies, cupcakes, fruit tarts and cake platters. Our speciality for sure is our nutella topped brownies which is a huge favourite among our customers. We can be reached via our Instagram @magbakes and whatsapp. We allow self collection and delivery as well. Baking makes me happy and nothing makes me happier than hearing reviews from my customers that they enjoy my bakes
Use all halal productsDelivery/Self Pick-upEmail:
hellomagbakes@gmail.comIG: @magbakesFB: Mag Bakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Magbakes,Yishun,"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods (Ramadan, Chinese New Year, Christmas), Brownies",Delivery / Self Pick-up,Yes,No,@magbakes,hellomagbakes@gmail.com,
367,499,Joyy's Kitchen (Punggol),"Cakes, Cupcakes, Cookies & Biscuits, Festive Baked Goods (Chinese New Year, Christmas), Brownies
Mainly customized buttercream cakes. Orders to be placed at least 2 weeks in advance.
Delivery (flat rate of $20) / Self Pick-up (673B Edgefield Plains S822673)Whatsapp:
98895460Website:
https://joyys-kitchen.business.site/?utm_source=gmb&utm_medium=referralEmail:
joyys.kitchen@gmail.comIG: @Joyys.kitchenFB:
Joyy's Kitchen","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Joyy's Kitchen,Punggol,"Cakes, Cupcakes, Cookies & Biscuits, Festive Baked Goods (Chinese New Year, Christmas), Brownies",Delivery / Self Pick-up,No,No,@Joyys.kitchen,joyys.kitchen@gmail.com,https://joyyskitchen.business.site/?utm_source=gmb&utm_medium=referralEmail:
368,500,Reminiscent (Yishun/Ang Mo Kio),"Cookies & Biscuits, Pastries, Brownies
We specialise in butter cookies! Any enquires or ordering can be made through our social media platform and email! Doorstep delivery will be at $5 (islandwide except sentosa).
Less sweet optionsDelivery/Self Pick-UpEmail:
reminiscentcookie@gmail.comIG: @reminiscent.cookiesFB:
ReminiscentCookies","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Reminiscent,Yishun/Ang Mo Kio,"Cookies & Biscuits, Pastries, Brownies",Delivery / Self Pick-up,No,Yes,@reminiscent.cookies,reminiscentcookie@gmail.com,
369,502,House of Cakes (Simei),"Cakes,
Cupcakes, Pies & Tarts, Festive Baked Goods (Ramadan, Chinese New Year, Christmas), Fondant Cake Toppers, Brownies
House of Cakes specialises in classic cakes like butter and chocolate cakes, that are flavorful and moist. Freshly homemade to order and at an affordable price!
Delivery/Self Pick-upEmail:
sharanbhuller@gmail.comIG: @house_of_cakes_sgFB: House of Cakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",House of Cakes,Simei,"Cakes,",Delivery / Self Pick-up,No,No,@house_of_cakes_sg,sharanbhuller@gmail.com,
370,503,KeithBakeHouse (Canberra),"Introductory menu of Cheesecakes and others, DM at Instagram or email. Self pick-up preferred.
Delivery ($10 Islandwide)/Self Pick-up
Email:
Keithbakehouse@gmail.comIG:
@keithbakehouse","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",KeithBakeHouse,Canberra,"Introductory menu of Cheesecakes and others, DM at Instagram or email. Self pick-up preferred.",Delivery / Self Pick-up,No,No,@keithbakehouse,Keithbakehouse@gmail.com,
371,504,Nadra’s Bakehouse (Sembawang Crescent),"Cakes, cupcakes, cookies, festive bakes, fondant cake toppers

Nadra’s Bakehouse is a one man show and a self taught Chinese Muslim Baker. It started out as a try-see thing in year 2014. Nadra acquired her skills from testing out endless recipes from cookbooks and also by watching videos on YouTube. She has received positive feedback from families and friends, which resulted in her decision to do it head on as a home business in year 2015. Since then, she has baked wedding cakes (even her own!), birthday cakes, engagement cakes and participated in sponsorships for meaningful events. Apart from baking, Nadra also holds a full time job as a preschool educator since year 2015.
Orders can be placed via WhatsApp or our social media accounts.
HalalDelivery (usually by thirdy party courier)/Self Pick-upWhatsapp:
92274619IG:
@nadrasbakehouseFB:
Nadras.bakehouse","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Nadra’s Bakehouse,Sembawang Crescent,"Cakes, cupcakes, cookies, festive bakes, fondant cake toppers",Delivery / Self Pick-up,No,No,@nadrasbakehouse,,
372,505,Nuf.Bakes (Bukit Panjang),"Brownies, tarts, cookies.
Best for our Fudgy Chocolate Brownies.

HalalDelivery ($10 islandwide)/Self Pick-up (Bukit Panjang)IG: @nuf.bakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Nuf.Bakes,Bukit Panjang,"Brownies, tarts, cookies.",Delivery / Self Pick-up,No,No,@nuf.bakes,,
373,506,angellabakes (Bukit Panjang),"Cakes, cupcakes, cookies, brownies
Self pick-up at Bukit Panjang from 8am to 10pm. My cakes are less sweet, and I use Swiss meringue buttercream which can last for 3-4 hours in normal room temperature. I can do money pulling cakes as well.
Less sweet optionsDelivery/Self Pick-upEmail:
Angellabakes18@gmail.comIG: @AngellabakesFB: #angellabakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",angellabakes,Bukit Panjang,"Cakes, cupcakes, cookies, brownies",Delivery / Self Pick-up,No,Yes,@Angellabakes,Angellabakes18@gmail.com,
374,507,Pastrycrumbz (Pasir Ris/East),"Cakes, cupcakes, cookies & biscuits, bread, brownies, choux puff, Paris-brest, financier, madeleine
HalalDelivery (third party)/Self Pick-upEmail:
Pastrycrumbz@gmail.comIG: @pastrycrumbz","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Pastrycrumbz,Pasir Ris/East,"Cakes, cupcakes, cookies & biscuits, bread, brownies, choux puff, Paris-brest, financier, madeleine",Delivery / Self Pick-up,No,No,@pastrycrumbz,Pastrycrumbz@gmail.com,
375,508,Little Brownie & Friends Bakery (Simei),"Brownies, muffins and blondies.
Self Collection would be @ Simei MRT StationIsland Wide Delivery starts & $6 (based on locations)
Delivery/Self Pick-up (Simei MRT Station)Email: littlebrownie&friendsbakery@gmail.comIG:
@littlebrownieandfriends","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Little Brownie & Friends Bakery,Simei,"Brownies, muffins and blondies.",Delivery / Self Pick-up,No,No,@littlebrownieandfriends,friendsbakery@gmail.com,
376,509,beCakefull (Bukit Panjang),"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods - Christmas, Brownies, Macarons
beCakefull is a home-based bakery that specialises in artisanal cakes, macarons and other sweet treats.
Our bakes are available for self-collection at Bukit Panjang. Delivery can also be arranged at a fee. Whatsapp
us for enquiries and quotations:)
Delivery/Self Pick-upWhatsapp:
86851393Email:
Becakefull@gmail.comIG: @becakefullFB: BeCakefullCarousell: @becakefull","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",beCakefull,Bukit Panjang,"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods - Christmas, Brownies, Macarons",Delivery / Self Pick-up,No,No,@becakefull,Becakefull@gmail.com,
377,510,The Scrumptious Cravery (Woodlands Ave 4),"Cakes,
Cupcakes, Festive Baked Goods (Ramadan, Chinese New Year, Christmas), Brownies
WhatsApp
for all orders.
HalalDelivery ($10)/Self Pick-up (Woodlands Ave 4)WhatsApp:
87801802Email:
scrumptiouscraves@gmail.comIG: @thescrumptiouscraveryFB:
The Scrumptious Cravery","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",The Scrumptious Cravery,Woodlands Ave 4,"Cakes,",Delivery / Self Pick-up,No,No,@thescrumptiouscravery,scrumptiouscraves@gmail.com,
378,511,Semisweetdn (Bukit Timah Plaza),"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Festive Baked Goods - Christmas, Brownies, Macarons
Semisweetdn is a home based business, that specializes in less sweet desserts. We bake cakes, cupcakes, macarons, brownies as well as tarts. We organize weekly bakesale as well. All of our ingredients used are halal. The collection point is at Bukit Timah plaza, delivery options are also available. Please visit our Instagram
for more details and information 😃
Delivery fees are based on the distance
Halal ingredients usedDelivery/Self Pick-upEmail:
Deborah-ng@hotmail.comIG: @semisweetdnCarousell: @Semisweetbydn","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Semisweetdn,Bukit Timah Plaza,"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Festive Baked Goods - Christmas, Brownies, Macarons",Delivery / Self Pick-up,Yes,Yes,@semisweetdn,Deborahng@hotmail.com,
379,512,"Nath nath mom's kitchen (Sengkang, Fernvale Link)","Cakes,
Cupcakes, Cookies & Biscuits, Festive Baked Goods - Chinese New Year,
Christmas, Fondant Cake Toppers
We make customized decorative cake for all occasions. We only use premium ingredients because our customer mostly is kids and eldery.
Delivery/Self Pick-up (Fernvale Link)Email:
Nathnathmomskitchen@gmail.comIG: @nathnathmomskitchenFB: Nath nath mom's kitchen","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Nath nath mom's kitchen,"Sengkang, Fernvale Link","Cakes,",Delivery / Self Pick-up,No,No,@nathnathmomskitchen,Nathnathmomskitchen@gmail.com,
380,513,Hello Tasties (Pasir Ris/Bukit Panjang),"Cookies

Our best-seller is no doubt our Chocolate Chip Cookies. Crunchy and not too sweet! But if you love sweet cookies, you can also opt for extra chips! Salty cookie lover? We have salty cookies too, check out our Sea Salt Caramel 😉 We are open for weekly orders - contactless delivery will be every Saturday. To ease our customers, we have two locations points - Pasir Ris for our east side peeps and Bukit Panjang for our west side peeps. DM us or drop us a WhatsApp to order 🍪🍪
Weekly OrdersHalalDelivery/Self Pick-upEmail:
Hellotasties@gmail.comIG:
@hellotasties","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Hello Tasties,Pasir Ris/Bukit Panjang,Cookies,Delivery / Self Pick-up,No,No,@hellotasties,Hellotasties@gmail.com,
381,514,byalf.n (Tampines),"Cookies & Biscuits, Brownies
Other orders not pertaining to Eid is available upon enquiry and subject to availability. Requires a lead time of a week.
HalalDelivery (Islandwide, $10)/Self Pick-up (Tampines, 520322)Email:
byalf.n@gmail.comIG: @byalf.n","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",byalf.n,Tampines,"Cookies & Biscuits, Brownies",Delivery / Self Pick-up,No,No,@byalf.n,byalf.n@gmail.com,
382,516,Kinbakies (Jurong West),"Mini Baked Donuts. Perfect for sweet tooth, events, birthdays, gathering, party, etc
HalalDelivery/Self Pick-upIG:
@kinbakiesCarousell: @Kinbakies

","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Kinbakies,Jurong West,"Mini Baked Donuts. Perfect for sweet tooth, events, birthdays, gathering, party, etc",Delivery / Self Pick-up,No,No,@kinbakies,,
383,518,Chewingbakes (Queenstown),"Cakes,
Cookies & Biscuits, Pies & Tarts, Bread, Brownies
Breads:Onion/garlic butter pull-apart loafPies:Apple, miso butterscotch raisin, chocolate expresso banana, chocolate macadamia, oreo cheesecake, lemon curdCakes:Customization allowed, prices depending on prices of ingredients and decoration6"" -$20-$259"" -$35-$40Delivery: mainly town-west area ($3-$10) more details on instagram
Operating in June and festive seasonsDelivery/Self Pick-up (at Skyville@Dawson, Queenstown Dawson Road)Email:
lydiachewme@gmail.comIG: @chewingbakesFB: Chewingbakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Chewingbakes,Queenstown,"Cakes,",Delivery / Self Pick-up,No,No,@chewingbakes,lydiachewme@gmail.com,
384,519,Manis En Zo (Paris Ris),"Cakes, Brownies, Frozen Bitterballen
Verrukkelijke Fusion (Delicious Fusion) Malay & Dutch Kitchen. We have a variety of products from freshly baked assorted brownies to Bundt cake and Bitterballen.
Orders are to be made at least 48 hours in advance. Self collection and delivery available. DM to inquire.

HalalDelivery/Self Pick-upIG: @manisenzo","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Manis En Zo,Paris Ris,"Cakes, Brownies, Frozen Bitterballen",Delivery / Self Pick-up,No,No,@manisenzo,,
